statefips,year,dem_prop,rep_prop
1,1976,0.8492,0.1508
1,1977,0.8492,0.1508
1,1978,0.737,0.263
1,1979,0.737,0.263
1,1980,0.737,0.263
1,1981,0.737,0.263
1,1982,0.5961,0.4039
1,1983,0.5961,0.4039
1,1984,0.5961,0.4039
1,1985,0.5961,0.4039
1,1986,0.4355,0.5645
1,1987,0.4355,0.5645
1,1988,0.4355,0.5645
1,1989,0.4355,0.5645
1,1990,0.4789,0.5211
1,1991,0.4789,0.5211
1,1992,0.4789,0.5211
1,1993,0.4789,0.5211
1,1994,0.4955,0.5045
1,1995,0.4955,0.5045
1,1996,0.4955,0.5045
1,1997,0.4955,0.5045
1,1998,0.5787,0.4213
1,1999,0.5787,0.4213
1,2000,0.5787,0.4213
1,2001,0.5787,0.4213
1,2002,0.4988,0.5012
1,2003,0.4988,0.5012
1,2004,0.4988,0.5012
1,2005,0.4988,0.5012
1,2006,0.4198,0.5802
1,2007,0.4198,0.5802
1,2008,0.4198,0.5802
1,2009,0.4198,0.5802
1,2010,0.421,0.579
1,2014,0.36314131,0.63685869
1,2018,0.404195464,0.595804536
2,1976,0.4984,0.5016
2,1977,0.4984,0.5016
2,1978,0.341,0.659
2,1979,0.341,0.659
2,1980,0.341,0.659
2,1981,0.341,0.659
2,1982,0.5543,0.4457
2,1983,0.5543,0.4457
2,1984,0.5543,0.4457
2,1985,0.5543,0.4457
2,1986,0.5261,0.4739
2,1987,0.5261,0.4739
2,1988,0.5261,0.4739
2,1989,0.5261,0.4739
2,1990,0.5414,0.4586
2,1991,0.5414,0.4586
2,1992,0.5414,0.4586
2,1993,0.5414,0.4586
2,1994,0.5015,0.4985
2,1995,0.5015,0.4985
2,1996,0.5015,0.4985
2,1997,0.5015,0.4985
2,1998,0.7291,0.2709
2,1999,0.7291,0.2709
2,2000,0.7291,0.2709
2,2001,0.7291,0.2709
2,2002,0.4216,0.5784
2,2003,0.4216,0.5784
2,2004,0.4216,0.5784
2,2005,0.4216,0.5784
2,2006,0.4588,0.5412
2,2007,0.4588,0.5412
2,2008,0.4588,0.5412
2,2009,0.4588,0.5412
2,2010,0.3894,0.6106
2,2014,0.065383496,0.934616504
2,2018,0.463348933,0.536651067
4,1976,0.5043,0.4957
4,1977,0.5043,0.4957
4,1978,0.5396,0.4604
4,1979,0.5396,0.4604
4,1980,0.5396,0.4604
4,1981,0.5396,0.4604
4,1982,0.6580001,0.3419999
4,1983,0.6580001,0.3419999
4,1984,0.6580001,0.3419999
4,1985,0.6580001,0.3419999
4,1986,0.4651,0.5349
4,1987,0.4651,0.5349
4,1988,0.4651,0.5349
4,1989,0.4651,0.5349
4,1990,0.4979,0.5021
4,1991,0.4764,0.5236
4,1992,0.4764,0.5236
4,1993,0.4764,0.5236
4,1994,0.4576,0.5424
4,1995,0.4576,0.5424
4,1996,0.4576,0.5424
4,1997,0.4576,0.5424
4,1998,0.3728,0.6272
4,1999,0.3728,0.6272
4,2000,0.3728,0.6272
4,2001,0.3728,0.6272
4,2002,0.5053,0.4947
4,2003,0.5053,0.4947
4,2004,0.5053,0.4947
4,2005,0.5053,0.4947
4,2006,0.6385,0.3615
4,2007,0.6385,0.3615
4,2008,0.6385,0.3615
4,2009,0.6385,0.3615
4,2010,0.4387,0.5613
4,2014,0.437799192,0.562200808
4,2018,0.427636027,0.572363973
5,1976,0.8325,0.1675
5,1977,0.8325,0.1675
5,1978,0.6336,0.3664
5,1979,0.6336,0.3664
5,1980,0.4807,0.5193
5,1981,0.4807,0.5193
5,1982,0.5471,0.4529
5,1983,0.5471,0.4529
5,1984,0.6246,0.3754
5,1985,0.6246,0.3754
5,1986,0.6389,0.3611
5,1987,0.6389,0.3611
5,1988,0.6389,0.3611
5,1989,0.6389,0.3611
5,1990,0.575,0.425
5,1991,0.575,0.425
5,1992,0.575,0.425
5,1993,0.575,0.425
5,1994,0.5984,0.4016
5,1995,0.5984,0.4016
5,1996,0.5984,0.4016
5,1997,0.5984,0.4016
5,1998,0.3923,0.6077
5,1999,0.3923,0.6077
5,2000,0.3923,0.6077
5,2001,0.3923,0.6077
5,2002,0.4697,0.5303
5,2003,0.4697,0.5303
5,2004,0.4697,0.5303
5,2005,0.4697,0.5303
5,2006,0.5776,0.4224
5,2007,0.5776,0.4224
5,2008,0.5776,0.4224
5,2009,0.5776,0.4224
5,2010,0.6569999,0.3430001
5,2014,0.428080443,0.571919557
5,2018,0.327183627,0.672816373
6,1976,0.5147,0.4853
6,1977,0.5147,0.4853
6,1978,0.6056,0.3944
6,1979,0.6056,0.3944
6,1980,0.6056,0.3944
6,1981,0.6056,0.3944
6,1982,0.4939,0.5061
6,1983,0.4939,0.5061
6,1984,0.4939,0.5061
6,1985,0.4939,0.5061
6,1986,0.3817,0.6183
6,1987,0.3817,0.6183
6,1988,0.3817,0.6183
6,1989,0.3817,0.6183
6,1990,0.4818,0.5182
6,1991,0.4818,0.5182
6,1992,0.4818,0.5182
6,1993,0.4818,0.5182
6,1994,0.424,0.576
6,1995,0.424,0.576
6,1996,0.424,0.576
6,1997,0.424,0.576
6,1998,0.6017,0.3983
6,1999,0.6017,0.3983
6,2000,0.6017,0.3983
6,2001,0.6017,0.3983
6,2002,0.5271,0.4729
6,2003,0.5271,0.4729
6,2004,0.5271,0.4729
6,2005,0.5271,0.4729
6,2006,0.4105,0.5895
6,2007,0.4105,0.5895
6,2008,0.4105,0.5895
6,2009,0.4105,0.5895
6,2010,0.5681,0.4319
6,2014,0.599702005,0.400297995
6,2018,0.619485271,0.380514729
8,1976,0.538,0.462
8,1977,0.538,0.462
8,1978,0.604,0.396
8,1979,0.604,0.396
8,1980,0.604,0.396
8,1981,0.604,0.396
8,1982,0.6747,0.3253
8,1983,0.6747,0.3253
8,1984,0.6747,0.3253
8,1985,0.6747,0.3253
8,1986,0.5866,0.4134
8,1987,0.5866,0.4134
8,1988,0.5866,0.4134
8,1989,0.5866,0.4134
8,1990,0.6359,0.3641
8,1991,0.6359,0.3641
8,1992,0.6359,0.3641
8,1993,0.6359,0.3641
8,1994,0.589,0.411
8,1995,0.589,0.411
8,1996,0.589,0.411
8,1997,0.589,0.411
8,1998,0.4954,0.5046
8,1999,0.4954,0.5046
8,2000,0.4954,0.5046
8,2001,0.4954,0.5046
8,2002,0.3496,0.6504
8,2003,0.3496,0.6504
8,2004,0.3496,0.6504
8,2005,0.3496,0.6504
8,2006,0.5866,0.4134
8,2007,0.5866,0.4134
8,2008,0.5866,0.4134
8,2009,0.5866,0.4134
8,2010,0.8209,0.1791
8,2014,0.517545258,0.482454742
8,2018,0.555168995,0.444831005
9,1976,0.5938,0.4062
9,1977,0.5938,0.4062
9,1978,0.5921,0.4079
9,1979,0.5921,0.4079
9,1980,0.5921,0.4079
9,1981,0.5921,0.4079
9,1982,0.5374,0.4626
9,1983,0.5374,0.4626
9,1984,0.5374,0.4626
9,1985,0.5374,0.4626
9,1986,0.5849,0.4151
9,1987,0.5849,0.4151
9,1988,0.5849,0.4151
9,1989,0.5849,0.4151
9,1990,0.339,0.661
9,1991,0.339,0.661
9,1992,0.339,0.661
9,1993,0.339,0.661
9,1994,0.4747,0.5253
9,1995,0.4747,0.5253
9,1996,0.4747,0.5253
9,1997,0.4747,0.5253
9,1998,0.3604,0.6396
9,1999,0.3604,0.6396
9,2000,0.3604,0.6396
9,2001,0.3604,0.6396
9,2002,0.4389,0.5611
9,2003,0.4389,0.5611
9,2004,0.4389,0.5611
9,2005,0.4389,0.5611
9,2006,0.3593,0.6407
9,2007,0.3593,0.6407
9,2008,0.3593,0.6407
9,2009,0.3593,0.6407
9,2010,0.5028,0.4972
9,2014,0.512964449,0.487035551
9,2018,0.516499485,0.483500515
10,1976,0.4275,0.5725
10,1977,0.4275,0.5725
10,1978,0.4275,0.5725
10,1979,0.4275,0.5725
10,1980,0.2877,0.7123
10,1981,0.2877,0.7123
10,1982,0.2877,0.7123
10,1983,0.2877,0.7123
10,1984,0.4447,0.5553
10,1985,0.4447,0.5553
10,1986,0.4447,0.5553
10,1987,0.4447,0.5553
10,1988,0.2927,0.7073
10,1989,0.2927,0.7073
10,1990,0.2927,0.7073
10,1991,0.2927,0.7073
10,1992,0.6641001,0.3358999
10,1993,0.6641001,0.3358999
10,1994,0.6641001,0.3358999
10,1995,0.6641001,0.3358999
10,1996,0.695,0.305
10,1997,0.695,0.305
10,1998,0.695,0.305
10,1999,0.695,0.305
10,2000,0.5985,0.4015
10,2001,0.5985,0.4015
10,2002,0.5985,0.4015
10,2003,0.5985,0.4015
10,2004,0.5263,0.4737
10,2005,0.5263,0.4737
10,2006,0.5263,0.4737
10,2007,0.5263,0.4737
10,2008,0.6781,0.3219
10,2009,0.6781,0.3219
10,2010,0.6781,0.3219
10,2012,0.708062886,0.291937114
10,2016,0.598194848,0.401805152
12,1976,0.6121,0.3879
12,1977,0.6121,0.3879
12,1978,0.5559,0.4441
12,1979,0.5559,0.4441
12,1980,0.5559,0.4441
12,1981,0.5559,0.4441
12,1982,0.647,0.353
12,1983,0.647,0.353
12,1984,0.647,0.353
12,1985,0.647,0.353
12,1986,0.4544,0.5456
12,1987,0.4544,0.5456
12,1988,0.4544,0.5456
12,1989,0.4544,0.5456
12,1990,0.5652,0.4348
12,1991,0.5652,0.4348
12,1992,0.5652,0.4348
12,1993,0.5652,0.4348
12,1994,0.5076,0.4924
12,1995,0.5076,0.4924
12,1996,0.5076,0.4924
12,1997,0.5076,0.4924
12,1998,0.4473,0.5527
12,1999,0.4473,0.5527
12,2000,0.4473,0.5527
12,2001,0.4473,0.5527
12,2002,0.4352,0.5648
12,2003,0.4352,0.5648
12,2004,0.4352,0.5648
12,2005,0.4352,0.5648
12,2006,0.4636,0.5364
12,2007,0.4636,0.5364
12,2008,0.4636,0.5364
12,2009,0.4636,0.5364
12,2010,0.4941,0.5059
12,2014,0.494340022,0.505659978
12,2018,0.498001024,0.501998976
13,1976,0.6911,0.3089
13,1977,0.6911,0.3089
13,1978,0.8066,0.1934
13,1979,0.8066,0.1934
13,1980,0.8066,0.1934
13,1981,0.8066,0.1934
13,1982,0.6282,0.3718
13,1983,0.6282,0.3718
13,1984,0.6282,0.3718
13,1985,0.6282,0.3718
13,1986,0.7051,0.2949
13,1987,0.7051,0.2949
13,1988,0.7051,0.2949
13,1989,0.7051,0.2949
13,1990,0.5429,0.4571
13,1991,0.5429,0.4571
13,1992,0.5429,0.4571
13,1993,0.5429,0.4571
13,1994,0.5105,0.4895
13,1995,0.5105,0.4895
13,1996,0.5105,0.4895
13,1997,0.5105,0.4895
13,1998,0.5436,0.4564
13,1999,0.5436,0.4564
13,2000,0.5436,0.4564
13,2001,0.5436,0.4564
13,2002,0.4736,0.5264
13,2003,0.4736,0.5264
13,2004,0.4736,0.5264
13,2005,0.4736,0.5264
13,2006,0.3974,0.6026
13,2007,0.3974,0.6026
13,2008,0.3974,0.6026
13,2009,0.3974,0.6026
13,2010,0.4477,0.5523
13,2014,0.459750903,0.540249097
13,2018,0.492987994,0.507012006
15,1976,0.5458,0.4542
15,1977,0.5458,0.4542
15,1978,0.5518,0.4482
15,1979,0.5518,0.4482
15,1980,0.5518,0.4482
15,1981,0.5518,0.4482
15,1982,0.6338,0.3662
15,1983,0.6338,0.3662
15,1984,0.6338,0.3662
15,1985,0.6338,0.3662
15,1986,0.5197,0.4803
15,1987,0.5197,0.4803
15,1988,0.5197,0.4803
15,1989,0.5197,0.4803
15,1990,0.6078,0.3922
15,1991,0.6078,0.3922
15,1992,0.6078,0.3922
15,1993,0.6078,0.3922
15,1994,0.5557,0.4443
15,1995,0.5557,0.4443
15,1996,0.5557,0.4443
15,1997,0.5557,0.4443
15,1998,0.5065,0.4935
15,1999,0.5065,0.4935
15,2000,0.5065,0.4935
15,2001,0.5065,0.4935
15,2002,0.477,0.523
15,2003,0.477,0.523
15,2004,0.477,0.523
15,2005,0.477,0.523
15,2006,0.3611,0.6389
15,2007,0.3611,0.6389
15,2008,0.3611,0.6389
15,2009,0.3611,0.6389
15,2010,0.5861,0.4139
15,2014,0.571526851,0.428473149
15,2018,0.650290851,0.349709149
16,1976,0.7282,0.2718
16,1977,0.7282,0.2718
16,1978,0.5976,0.4024
16,1979,0.5976,0.4024
16,1980,0.5976,0.4024
16,1981,0.5976,0.4024
16,1982,0.5064,0.4936
16,1983,0.5064,0.4936
16,1984,0.5064,0.4936
16,1985,0.5064,0.4936
16,1986,0.5047,0.4953
16,1987,0.5047,0.4953
16,1988,0.5047,0.4953
16,1989,0.5047,0.4953
16,1990,0.6821,0.3179
16,1991,0.6821,0.3179
16,1992,0.6821,0.3179
16,1993,0.6821,0.3179
16,1994,0.4563,0.5437
16,1995,0.4563,0.5437
16,1996,0.4563,0.5437
16,1997,0.4563,0.5437
16,1998,0.3004,0.6996
16,1999,0.3004,0.6996
16,2000,0.3004,0.6996
16,2001,0.3004,0.6996
16,2002,0.4258,0.5742
16,2003,0.4258,0.5742
16,2004,0.4258,0.5742
16,2005,0.4258,0.5742
16,2006,0.4558,0.5442
16,2007,0.4558,0.5442
16,2008,0.4558,0.5442
16,2009,0.4558,0.5442
16,2010,0.3573,0.6427
16,2014,0.418781005,0.581218995
16,2018,0.389850896,0.610149104
17,1976,0.3488,0.6512
17,1977,0.3488,0.6512
17,1978,0.4045,0.5955
17,1979,0.4045,0.5955
17,1980,0.4045,0.5955
17,1981,0.4045,0.5955
17,1982,0.4993,0.5007
17,1983,0.4993,0.5007
17,1984,0.4993,0.5007
17,1985,0.4993,0.5007
17,1986,0.112,0.888
17,1987,0.112,0.888
17,1988,0.112,0.888
17,1989,0.112,0.888
17,1990,0.487,0.513
17,1991,0.487,0.513
17,1992,0.487,0.513
17,1993,0.487,0.513
17,1994,0.3503,0.6497
17,1995,0.3503,0.6497
17,1996,0.3503,0.6497
17,1997,0.3503,0.6497
17,1998,0.4819,0.5181
17,1999,0.4819,0.5181
17,2000,0.4819,0.5181
17,2001,0.4819,0.5181
17,2002,0.5366,0.4634
17,2003,0.5366,0.4634
17,2004,0.5366,0.4634
17,2005,0.5366,0.4634
17,2006,0.5591,0.4409
17,2007,0.5591,0.4409
17,2008,0.5591,0.4409
17,2009,0.5591,0.4409
17,2010,0.5046,0.4954
17,2014,0.478337795,0.521662205
17,2018,0.584088506,0.415911494
18,1976,0.4262,0.5738
18,1977,0.4262,0.5738
18,1978,0.4262,0.5738
18,1979,0.4262,0.5738
18,1980,0.4205,0.5795
18,1981,0.4205,0.5795
18,1982,0.4205,0.5795
18,1983,0.4205,0.5795
18,1984,0.4745,0.5255
18,1985,0.4745,0.5255
18,1986,0.4745,0.5255
18,1987,0.4745,0.5255
18,1988,0.5318,0.4682
18,1989,0.5318,0.4682
18,1990,0.5318,0.4682
18,1991,0.5318,0.4682
18,1992,0.545,0.455
18,1993,0.545,0.455
18,1994,0.545,0.455
18,1995,0.545,0.455
18,1996,0.5241,0.4759
18,1997,0.5241,0.4759
18,1998,0.5241,0.4759
18,1999,0.5241,0.4759
18,2000,0.5757,0.4243
18,2001,0.5757,0.4243
18,2002,0.5757,0.4243
18,2003,0.5757,0.4243
18,2004,0.4609,0.5391
18,2005,0.4609,0.5391
18,2006,0.4609,0.5391
18,2007,0.4609,0.5391
18,2008,0.409,0.591
18,2009,0.409,0.591
18,2010,0.409,0.591
18,2012,0.484768768,0.515231232
18,2016,0.469255752,0.530744248
19,1976,0.4146,0.5854
19,1977,0.4146,0.5854
19,1978,0.4127,0.5873
19,1979,0.4127,0.5873
19,1980,0.4127,0.5873
19,1981,0.4127,0.5873
19,1982,0.4685,0.5315
19,1983,0.4685,0.5315
19,1984,0.4685,0.5315
19,1985,0.4685,0.5315
19,1986,0.4804,0.5196
19,1987,0.4804,0.5196
19,1988,0.4804,0.5196
19,1989,0.4804,0.5196
19,1990,0.3906,0.6094
19,1991,0.3906,0.6094
19,1992,0.3906,0.6094
19,1993,0.3906,0.6094
19,1994,0.4225,0.5775
19,1995,0.4225,0.5775
19,1996,0.4225,0.5775
19,1997,0.4225,0.5775
19,1998,0.5293,0.4707
19,1999,0.5293,0.4707
19,2000,0.5293,0.4707
19,2001,0.5293,0.4707
19,2002,0.542,0.458
19,2003,0.542,0.458
19,2004,0.542,0.458
19,2005,0.542,0.458
19,2006,0.549,0.451
19,2007,0.549,0.451
19,2008,0.549,0.451
19,2009,0.549,0.451
19,2010,0.45,0.55
19,2014,0.387171156,0.612828844
19,2018,0.486023997,0.513976003
20,1976,0.4976,0.5024
20,1977,0.4976,0.5024
20,1978,0.5111,0.4889
20,1979,0.5111,0.4889
20,1980,0.5111,0.4889
20,1981,0.5111,0.4889
20,1982,0.5446,0.4554
20,1983,0.5446,0.4554
20,1984,0.5446,0.4554
20,1985,0.5446,0.4554
20,1986,0.481,0.519
20,1987,0.481,0.519
20,1988,0.481,0.519
20,1989,0.481,0.519
20,1990,0.5329,0.4671
20,1991,0.5329,0.4671
20,1992,0.5329,0.4671
20,1993,0.5329,0.4671
20,1994,0.3591,0.6409
20,1995,0.3591,0.6409
20,1996,0.3591,0.6409
20,1997,0.3591,0.6409
20,1998,0.2359,0.7641
20,1999,0.2359,0.7641
20,2000,0.2359,0.7641
20,2001,0.2359,0.7641
20,2002,0.5397,0.4603
20,2003,0.5397,0.4603
20,2004,0.5397,0.4603
20,2005,0.5397,0.4603
20,2006,0.5888,0.4112
20,2007,0.5888,0.4112
20,2008,0.5888,0.4112
20,2009,0.5888,0.4112
20,2010,0.3373,0.6627
20,2014,0.480764621,0.519235379
20,2018,0.527636166,0.472363834
21,1976,0.6284,0.3716
21,1977,0.6284,0.3716
21,1978,0.6284,0.3716
21,1979,0.5941,0.4059
21,1980,0.5941,0.4059
21,1981,0.5941,0.4059
21,1982,0.5941,0.4059
21,1983,0.5522,0.4478
21,1984,0.5522,0.4478
21,1985,0.5522,0.4478
21,1986,0.5522,0.4478
21,1987,0.6485,0.3515
21,1988,0.6485,0.3515
21,1989,0.6485,0.3515
21,1990,0.6485,0.3515
21,1991,0.6473,0.3527
21,1992,0.6473,0.3527
21,1993,0.6473,0.3527
21,1994,0.6473,0.3527
21,1995,0.5171,0.4829
21,1996,0.5171,0.4829
21,1997,0.5171,0.4829
21,1998,0.5171,0.4829
21,1999,0.7322,0.2678
21,2000,0.7322,0.2678
21,2001,0.7322,0.2678
21,2002,0.7322,0.2678
21,2003,0.4496,0.5504
21,2004,0.4496,0.5504
21,2005,0.4496,0.5504
21,2006,0.4496,0.5504
21,2007,0.5871,0.4129
21,2008,0.5871,0.4129
21,2009,0.5871,0.4129
21,2010,0.5871,0.4129
21,2011,0.612235074,0.387764926
21,2015,0.454821673,0.545178327
22,1976,1,0
22,1977,1,0
22,1978,1,0
22,1979,0.4951,0.5049
22,1980,0.4951,0.5049
22,1981,0.4951,0.5049
22,1982,0.4951,0.5049
22,1983,0.6697,0.3303
22,1984,0.6697,0.3303
22,1985,0.6697,0.3303
22,1986,0.6697,0.3303
22,1987,0.642,0.358
22,1988,0.642,0.358
22,1989,0.642,0.358
22,1990,0.642,0.358
22,1991,0.6117,0.3883
22,1992,0.6117,0.3883
22,1993,0.6117,0.3883
22,1994,0.6117,0.3883
22,1995,0.365,0.635
22,1996,0.365,0.635
22,1997,0.365,0.635
22,1998,0.365,0.635
22,1999,0.322,0.678
22,2000,0.322,0.678
22,2001,0.322,0.678
22,2002,0.322,0.678
22,2003,0.5195,0.4805
22,2004,0.5195,0.4805
22,2005,0.5195,0.4805
22,2006,0.5195,0.4805
22,2007,0.2446,0.7554
22,2008,0.2446,0.7554
22,2009,0.2446,0.7554
22,2010,0.2446,0.7554
22,2011,0.299730601,0.700269399
22,2015,0.561145113,0.438854887
23,1976,0.611,0.389
23,1977,0.611,0.389
23,1978,0.5818,0.4182
23,1979,0.5818,0.4182
23,1980,0.5818,0.4182
23,1981,0.5818,0.4182
23,1982,0.6191,0.3809
23,1983,0.6191,0.3809
23,1984,0.6191,0.3809
23,1985,0.6191,0.3809
23,1986,0.4305,0.5695
23,1987,0.4305,0.5695
23,1988,0.4305,0.5695
23,1989,0.4305,0.5695
23,1990,0.4855,0.5145
23,1991,0.4855,0.5145
23,1992,0.4855,0.5145
23,1993,0.4855,0.5145
23,1994,0.5945,0.4055
23,1995,0.5945,0.4055
23,1996,0.5945,0.4055
23,1997,0.5945,0.4055
23,1998,0.3878,0.6122
23,1999,0.3878,0.6122
23,2000,0.3878,0.6122
23,2001,0.3878,0.6122
23,2002,0.532,0.468
23,2003,0.532,0.468
23,2004,0.532,0.468
23,2005,0.532,0.468
23,2006,0.5578,0.4422
23,2007,0.5578,0.4422
23,2008,0.5578,0.4422
23,2009,0.5578,0.4422
23,2010,0.3341,0.6659
23,2014,0.473728318,0.526271682
23,2018,0.541002203,0.458997797
24,1976,0.635,0.365
24,1977,0.635,0.365
24,1978,0.7098,0.2902
24,1979,0.7098,0.2902
24,1980,0.7098,0.2902
24,1981,0.7098,0.2902
24,1982,0.6199,0.3801
24,1983,0.6199,0.3801
24,1984,0.6199,0.3801
24,1985,0.6199,0.3801
24,1986,0.8237,0.1763
24,1987,0.8237,0.1763
24,1988,0.8237,0.1763
24,1989,0.8237,0.1763
24,1990,0.5977,0.4023
24,1991,0.5977,0.4023
24,1992,0.5977,0.4023
24,1993,0.5977,0.4023
24,1994,0.5021,0.4979
24,1995,0.5021,0.4979
24,1996,0.5021,0.4979
24,1997,0.5021,0.4979
24,1998,0.5229,0.4771
24,1999,0.5229,0.4771
24,2000,0.5229,0.4771
24,2001,0.5229,0.4771
24,2002,0.4805,0.5195
24,2003,0.4805,0.5195
24,2004,0.4805,0.5195
24,2005,0.4805,0.5195
24,2006,0.533,0.467
24,2007,0.533,0.467
24,2008,0.533,0.467
24,2009,0.533,0.467
24,2010,0.5738,0.4262
24,2014,0.480769569,0.519230431
24,2018,0.415754714,0.584245286
25,1976,0.5585,0.4415
25,1977,0.5585,0.4415
25,1978,0.5266,0.4734
25,1979,0.5266,0.4734
25,1980,0.5266,0.4734
25,1981,0.5266,0.4734
25,1982,0.6192,0.3808
25,1983,0.6192,0.3808
25,1984,0.6192,0.3808
25,1985,0.6192,0.3808
25,1986,0.6879,0.3121
25,1987,0.6879,0.3121
25,1988,0.6879,0.3121
25,1989,0.6879,0.3121
25,1990,0.4833,0.5167
25,1991,0.4833,0.5167
25,1992,0.4833,0.5167
25,1993,0.4833,0.5167
25,1994,0.2846,0.7154
25,1995,0.2846,0.7154
25,1996,0.2846,0.7154
25,1997,0.2846,0.7154
25,1998,0.4825,0.5175
25,1999,0.4825,0.5175
25,2000,0.4825,0.5175
25,2001,0.4825,0.5175
25,2002,0.4745,0.5255
25,2003,0.4745,0.5255
25,2004,0.4745,0.5255
25,2005,0.4745,0.5255
25,2006,0.6116,0.3884
25,2007,0.6116,0.3884
25,2008,0.6116,0.3884
25,2009,0.6116,0.3884
25,2010,0.5355,0.4645
25,2014,0.490198787,0.509801213
25,2018,0.667891588,0.332108412
26,1976,0.478,0.522
26,1977,0.478,0.522
26,1978,0.4317,0.5683
26,1979,0.4317,0.5683
26,1980,0.4317,0.5683
26,1981,0.4317,0.5683
26,1982,0.5327,0.4673
26,1983,0.5327,0.4673
26,1984,0.5327,0.4673
26,1985,0.5327,0.4673
26,1986,0.6841,0.3159
26,1987,0.6841,0.3159
26,1988,0.6841,0.3159
26,1989,0.6841,0.3159
26,1990,0.4965,0.5035
26,1991,0.4965,0.5035
26,1992,0.4965,0.5035
26,1993,0.4965,0.5035
26,1994,0.3849,0.6151
26,1995,0.3849,0.6151
26,1996,0.3849,0.6151
26,1997,0.3849,0.6151
26,1998,0.3778,0.6222
26,1999,0.3778,0.6222
26,2000,0.3778,0.6222
26,2001,0.3778,0.6222
26,2002,0.5203,0.4797
26,2003,0.5203,0.4797
26,2004,0.5203,0.4797
26,2005,0.5203,0.4797
26,2006,0.5712,0.4288
26,2007,0.5712,0.4288
26,2008,0.5712,0.4288
26,2009,0.5712,0.4288
26,2010,0.4071,0.5929
26,2014,0.47920884,0.52079116
26,2018,0.549283314,0.450716686
27,1976,0.6815,0.3185
27,1977,0.6815,0.3185
27,1978,0.4639,0.5361
27,1979,0.4639,0.5361
27,1980,0.4639,0.5361
27,1981,0.4639,0.5361
27,1982,0.5944,0.4056
27,1983,0.5944,0.4056
27,1984,0.5944,0.4056
27,1985,0.5944,0.4056
27,1986,0.5656,0.4344
27,1987,0.5656,0.4344
27,1988,0.5656,0.4344
27,1989,0.5656,0.4344
27,1990,0.4827,0.5173
27,1991,0.4827,0.5173
27,1992,0.4827,0.5173
27,1993,0.4827,0.5173
27,1994,0.3501,0.6499
27,1995,0.3501,0.6499
27,1996,0.3501,0.6499
27,1997,0.3501,0.6499
27,1998,0.4502,0.5498
27,1999,0.4502,0.5498
27,2000,0.4502,0.5498
27,2001,0.4502,0.5498
27,2002,0.4511,0.5489
27,2003,0.4511,0.5489
27,2004,0.4511,0.5489
27,2005,0.4511,0.5489
27,2006,0.4948,0.5052
27,2007,0.4948,0.5052
27,2008,0.4948,0.5052
27,2009,0.4948,0.5052
27,2010,0.5024,0.4976
27,2014,0.529398888,0.470601112
27,2018,0.559296387,0.440703613
28,1976,0.5362,0.4638
28,1977,0.5362,0.4638
28,1978,0.5362,0.4638
28,1979,0.6107,0.3893
28,1980,0.6107,0.3893
28,1981,0.6107,0.3893
28,1982,0.6107,0.3893
28,1983,0.5863,0.4137
28,1984,0.5863,0.4137
28,1985,0.5863,0.4137
28,1986,0.5863,0.4137
28,1987,0.5344,0.4656
28,1988,0.5344,0.4656
28,1989,0.5344,0.4656
28,1990,0.5344,0.4656
28,1991,0.4835,0.5165
28,1992,0.4835,0.5165
28,1993,0.4835,0.5165
28,1994,0.4835,0.5165
28,1995,0.4444,0.5556
28,1996,0.4444,0.5556
28,1997,0.4444,0.5556
28,1998,0.4444,0.5556
28,1999,0.5056,0.4944
28,2000,0.5056,0.4944
28,2001,0.5056,0.4944
28,2002,0.5056,0.4944
28,2003,0.4656,0.5344
28,2004,0.4656,0.5344
28,2005,0.4656,0.5344
28,2006,0.4656,0.5344
28,2007,0.421,0.579
28,2008,0.421,0.579
28,2009,0.421,0.579
28,2010,0.421,0.579
28,2011,0.390184092,0.609815908
28,2015,0.327022334,0.672977666
29,1976,0.5034,0.4966
29,1977,0.5034,0.4966
29,1978,0.5034,0.4966
29,1979,0.5034,0.4966
29,1980,0.4719,0.5281
29,1981,0.4719,0.5281
29,1982,0.4719,0.5281
29,1983,0.4719,0.5281
29,1984,0.4334,0.5666
29,1985,0.4334,0.5666
29,1986,0.4334,0.5666
